gene_id,3-9-mock1-13_S20,3-9-mock2-14_S1,3-9-wt1-15_S2,3-9-wt2-16_S16,CoV002-CoV2-1-indexG4_S4,CoV002-CoV2-2-indexG5_S5,CoV002-CoV2-3-indexG6_S6,CoV002-mock1-indexG1_S1,CoV002-mock2-indexG2_S2,CoV002-mock3-indexG3_S3,SARS004-CoV2-1_S4,SARS004-CoV2-2_S5,SARS004-CoV2-3_S6,SARS004-mock-1_S1,SARS004-mock-2_S2,SARS004-mock-3_S3,svRNA184-RSV-1-indexF4_S16,svRNA184-RSV-3-indexH9_S18,svRNA184-mock-1-indexF1_S13,svRNA184-mock-3-indexF3_S15
MSTRG.11400,485,859,492,197,2326,2777,3055,1306,1677,2835,2789,1027,1443,1409,1062,1151,433,636,2388,2905
MSTRG.11401,0,0,0,0,0,0,2,0,0,0,4,3,1,4,1,1,0,0,0,0
ENSG00000219453.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11408,1163,2684,2150,483,5539,7364,8793,3373,3814,6701,2261,704,633,1101,764,918,2683,4684,6515,9082
MSTRG.11409,213,405,150,123,1478,1841,1976,860,999,1864,269,86,111,126,100,133,340,531,1068,1643
MSTRG.4266,0,3,2,0,6,10,0,0,0,5,0,2,2,9,3,3,2,0,0,2
ENSG00000258873.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000124491.15,2,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228945.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265214.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256694.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238761.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.4263,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ENSG00000242135.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185594.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.4261,0,0,0,5,0,25,0,11,0,0,0,15,11,0,14,12,10,0,17,38
MSTRG.25679,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
MSTRG.29203,139,236,334,54,464,506,777,212,321,661,439,174,167,335,193,197,49,51,241,365
MSTRG.29202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
MSTRG.29201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MSTRG.29200,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
MSTRG.7468,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,6,0
MSTRG.29206,0,0,0,0,0,0,10,0,0,0,69,18,18,4,24,24,0,0,6,9
MSTRG.29205,0,0,0,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
MSTRG.29204,171,360,309,68,440,584,1009,200,326,629,746,226,227,412,272,288,95,214,698,661
MSTRG.7464,82,170,159,18,328,337,548,130,216,380,265,54,95,155,106,120,79,122,444,470
MSTRG.7465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14
MSTRG.7467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7460,4783,9253,10168,2611,19405,28201,37388,9864,14742,27399,35290,12557,11443,20836,13520,14395,4069,6563,18975,18579
MSTRG.7461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7462,116,228,48,25,671,847,810,447,454,779,1507,431,740,740,692,567,267,469,1066,1530
MSTRG.7463,26,71,52,28,115,131,140,48,74,122,30,23,13,11,8,13,11,49,111,98
MSTRG.23461,45,100,177,60,111,222,265,55,87,120,0,0,0,0,0,0,213,316,704,972
MSTRG.23460,0,0,1,1,7,8,13,1,5,4,0,0,0,0,0,0,0,3,13,20
MSTRG.23463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
MSTRG.23465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23467,39,93,86,9,177,199,293,92,119,176,922,334,305,566,336,393,15,28,47,50
MSTRG.23466,0,0,0,0,0,0,0,0,0,0,101,32,43,57,38,51,0,0,0,0
MSTRG.23469,5,20,4,0,43,24,73,25,37,45,168,39,51,99,70,49,43,33,148,149
MSTRG.23468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199404.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167633.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.27371,0,0,2,0,8,0,7,3,0,8,23,0,4,0,0,2,3,3,19,9
MSTRG.27370,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MSTRG.27373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162676.11,6,5,4,0,0,9,13,9,7,13,34,0,5,0,0,0,6,9,0,6
MSTRG.27375,12,28,10,3,79,83,100,36,41,80,3,0,2,7,4,0,18,23,64,40
MSTRG.25670,159,345,277,64,423,597,867,222,293,577,969,370,301,526,396,394,173,368,999,998
MSTRG.27377,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
MSTRG.27376,0,3,0,0,8,16,8,3,8,8,0,0,0,2,0,1,0,2,0,0
MSTRG.27379,3,30,25,2,21,31,62,29,25,58,29,17,13,13,17,16,5,15,43,39
MSTRG.27378,0,2,5,0,0,3,0,0,0,3,8,2,6,2,4,0,0,4,2,3
ENSG00000248506.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213924.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238062.5,0,9,8,0,4,19,18,10,9,14,0,0,0,0,0,0,12,0,19,4
ENSG00000256737.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271130.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23907,0,3,8,7,8,6,14,6,2,8,94,17,20,39,25,22,9,15,21,39
MSTRG.5276,9,22,11,4,171,217,292,114,161,212,0,0,0,0,0,0,204,353,1541,2074
ENSG00000258863.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234345.2,3,0,6,0,3,4,6,0,2,7,0,0,0,0,3,2,3,0,8,16
ENSG00000248530.1,0,0,0,0,1,2,5,2,2,2,0,0,0,0,0,0,0,0,2,2
ENSG00000259752.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271117.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231606.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230516.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29125,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1
ENSG00000184785.5,0,0,0,0,0,0,0,0,0,0,20,5,4,11,2,10,0,0,0,0
ENSG00000234061.1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000253423.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238452.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261440.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231368.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230304.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251372.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005381.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187871.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251025.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117013.14,5,8,5,6,7,14,9,14,7,14,13,0,5,7,5,10,4,10,17,30
ENSG00000222032.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224163.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271461.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243801.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238529.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231787.4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0
MSTRG.15873,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
MSTRG.15872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15877,43,140,115,18,201,292,395,96,96,222,1517,549,530,735,471,632,64,164,413,473
MSTRG.15876,159,393,294,78,487,651,977,284,380,721,1600,622,452,1139,665,651,133,33,843,848
MSTRG.15875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15874,390,700,1076,188,953,1297,1739,547,767,1368,835,205,278,392,286,306,177,245,1111,1087
MSTRG.15879,0,0,3,0,0,0,0,0,3,0,23,0,2,7,9,5,0,5,4,6
MSTRG.15878,1,3,1,0,2,0,2,4,2,5,87,26,34,25,32,21,0,0,4,2
MSTRG.6246,0,0,0,0,0,0,0,0,0,2,8,0,2,0,7,3,0,0,0,0
MSTRG.24110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MSTRG.24111,0,1,0,0,0,0,3,0,3,1,1,0,0,0,0,0,0,0,0,1
MSTRG.24112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24113,1490,3063,4735,899,5750,7210,10399,3115,3566,7425,7980,2904,2548,4310,2797,3177,232,450,1732,1634
MSTRG.24114,180,358,585,84,613,849,1395,352,460,825,585,184,180,430,162,192,44,175,549,436
MSTRG.24115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134323.10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0
MSTRG.24117,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ENSG00000249359.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24119,582,1258,906,322,2685,3682,4523,1466,2007,3320,2588,822,976,1197,851,1029,983,1559,3812,5050
MSTRG.23785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251223.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249689.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5017,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
ENSG00000230461.8,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,3,0,4,1
MSTRG.6245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166329.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23788,0,0,5,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ENSG00000230520.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23789,4,0,2,0,0,8,7,5,6,10,0,0,0,0,0,0,0,17,34,27
ENSG00000000938.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251398.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211907.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32389,0,0,0,0,0,0,0,0,0,0,29,7,0,0,0,0,0,0,0,0
ENSG00000257281.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000110799.13,0,0,0,0,0,0,0,0,0,0,54,0,28,22,27,27,0,0,8,0
ENSG00000250563.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226130.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253605.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216360.1,0,3,0,0,5,6,2,0,0,0,0,2,0,0,0,2,0,4,0,0
ENSG00000220343.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233454.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255327.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140557.11,4,7,3,0,2,4,5,0,3,6,0,0,0,0,0,0,0,0,0,0
MSTRG.17130,145,259,54,26,654,889,954,357,453,777,148,41,64,95,66,51,280,410,791,964
ENSG00000221845.4,9,9,0,0,14,20,18,4,6,9,0,0,0,0,0,0,13,8,14,15
ENSG00000242341.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200833.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000282879.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
ENSG00000273919.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244247.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221494.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000279927.1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000236571.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213070.3,0,2,0,0,4,4,0,0,0,4,7,2,4,3,0,0,0,0,0,2
MSTRG.28807,0,0,0,0,0,5,0,0,3,0,0,0,2,1,0,2,0,3,16,10
ENSG00000227806.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000220734.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259137.1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0
ENSG00000252482.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277243.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243593.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226461.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277837.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000165633.12,0,4,3,3,27,23,34,12,5,29,0,0,0,0,0,0,5,0,15,9
ENSG00000248586.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258631.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6241,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167393.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270222.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13116,13,9,9,0,20,23,44,13,20,44,34,14,18,33,19,21,14,5,69,65
MSTRG.13117,0,9,0,0,0,15,5,0,2,9,7,0,4,0,2,3,4,8,8,4
MSTRG.13114,0,0,0,0,12,17,22,0,16,14,11,7,0,19,9,0,0,6,27,7
MSTRG.13115,0,4,3,0,7,4,8,6,11,10,14,1,9,2,8,4,10,5,30,27
MSTRG.13112,1232,2554,3974,660,5134,7032,9065,2621,3546,6533,12726,4167,4002,5555,3830,4256,1017,1668,4155,4894
MSTRG.13113,66,115,112,55,294,339,364,166,168,438,252,98,91,145,99,126,75,138,487,574
MSTRG.13110,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13111,3,0,3,0,0,0,0,0,0,0,9,0,0,1,2,2,0,0,5,5
MSTRG.13118,0,0,0,0,0,0,0,0,0,0,63,30,40,37,46,25,0,0,4,2
MSTRG.13119,3,0,0,0,9,5,9,5,2,13,39,7,6,9,15,16,0,10,20,24
ENSG00000216015.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12244,0,3,0,0,19,5,11,5,5,7,0,0,0,0,0,0,7,10,54,65
MSTRG.12247,0,0,0,2,0,3,0,0,0,0,7,0,0,0,0,0,0,4,6,0
ENSG00000222451.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277515.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12240,163,242,137,36,820,1096,1173,509,642,1130,269,98,143,153,157,118,314,577,1064,1722
MSTRG.12243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172320.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223589.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12248,0,7,2,0,14,9,9,5,14,16,0,0,2,5,0,4,11,16,35,39
MSTRG.14834,12,30,38,5,61,91,169,61,49,62,0,13,13,0,7,5,62,68,262,302
MSTRG.14835,1229,2335,1390,535,6585,8582,9273,3588,4948,8240,2739,983,1308,1604,1341,1250,1857,2619,7833,9879
MSTRG.14836,6,3,0,8,14,21,25,9,14,30,11,0,2,0,0,0,10,9,56,54
MSTRG.14837,0,0,3,0,2,6,10,4,0,4,10,0,5,3,2,2,0,7,7,12
MSTRG.14830,173,294,172,44,821,1130,1134,409,475,749,5438,1993,1895,2807,2372,2224,232,234,958,1224
ENSG00000250745.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14832,0,8,0,0,17,31,31,11,21,32,153,45,58,80,81,62,0,9,14,9
MSTRG.14833,452,840,436,169,2235,2764,3137,1160,1416,2572,661,294,309,351,230,387,496,739,2200,2792
ENSG00000201097.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14838,5,17,5,0,20,32,30,7,9,17,0,0,4,9,0,8,10,13,55,88
MSTRG.14839,0,0,0,0,8,0,6,0,5,7,0,0,0,0,0,0,0,0,11,12
ENSG00000228597.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ENSG00000271034.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
ENSG00000253109.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236376.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000091106.18,0,14,14,0,19,13,12,11,14,17,22,11,14,33,22,14,9,17,55,55
ENSG00000272984.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259070.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277253.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238034.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227206.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22781,98,185,90,40,956,1186,1262,531,587,978,91,36,29,25,30,32,146,198,624,885
ENSG00000251464.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232100.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197549.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228587.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229275.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256590.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200829.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22786,16,24,8,5,39,90,74,42,53,73,0,0,0,0,0,0,101,161,439,627
ENSG00000229505.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270749.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226117.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253742.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188984.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277509.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240194.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14094,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,5,0,12,5,14
ENSG00000176723.9,0,11,0,0,7,12,30,0,0,11,6,0,0,9,0,0,0,7,17,19
ENSG00000211655.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23825,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000186844.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213578.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232243.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142182.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163518.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276294.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.17569,14,35,0,0,13,23,20,17,2,17,72,4,32,7,12,6,41,13,23,54
MSTRG.17568,266,471,243,87,1253,1720,1857,720,844,1516,4190,1452,1664,1837,1451,1615,854,1282,3051,3725
MSTRG.26092,0,0,2,0,0,2,2,2,0,1,12,6,5,4,3,4,0,2,2,2
MSTRG.17563,3,3,16,14,13,4,14,5,9,25,110,39,46,26,35,45,1768,2959,15487,16988
MSTRG.17562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.17561,1074,2069,1412,473,4369,5535,5959,2358,3030,5152,6911,2139,2519,3220,2387,2454,1981,2528,6297,7940
MSTRG.17560,137,283,178,84,498,807,718,316,412,747,457,84,108,125,140,67,81,125,316,392
MSTRG.17567,464,927,616,212,2246,2796,3077,1271,1644,2725,3114,983,1049,1471,1056,1175,454,617,2006,2071
MSTRG.17566,822,1624,594,319,4307,5290,5997,2239,2816,4949,7319,2338,2600,3400,2361,2924,1474,2260,5464,7031
MSTRG.17565,71,98,42,17,198,313,381,102,161,240,85,29,27,50,43,56,128,275,657,813
MSTRG.17564,89,111,89,28,309,396,474,168,217,365,380,123,160,134,201,170,156,178,419,537
ENSG00000234418.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182707.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000218357.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ENSG00000221041.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181733.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281655.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11
ENSG00000264764.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26094,0,0,0,0,0,0,0,0,0,0,8,3,0,0,8,0,0,0,0,0
ENSG00000238326.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256263.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221026.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14093,0,2,4,0,0,0,2,3,0,9,0,0,0,0,2,0,0,0,4,0
ENSG00000232229.5,0,0,0,0,0,0,0,0,0,0,79,37,41,32,40,57,0,0,0,0
ENSG00000275096.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274790.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229723.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258809.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252583.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3758,3,0,0,4,0,11,10,2,2,9,0,0,0,0,0,0,8,10,24,52
MSTRG.3759,0,0,0,0,0,0,0,0,0,0,161,32,35,32,49,55,0,0,0,0
MSTRG.3756,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2
MSTRG.3757,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
ENSG00000149742.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179914.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3752,0,5,0,0,0,0,22,5,0,8,0,0,0,0,0,0,6,7,28,19
MSTRG.3753,1696,3448,3792,718,9590,12085,15879,4965,5856,11080,7276,2575,2346,3341,2333,2712,1283,2242,4800,5701
MSTRG.3750,0,3,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,3
